Region,Nombre,lat,lon,Tipo,Minas Cerca?,Cantidad,Distancia a mina (Km),Densidad poblacional,Tipo de suelo,uso de suelo,Contaminación,Tipo de contaminación
PUNO,Río Jollojahuira,-16.84353619,-69.6460513,Río,1,1,10.48,0.945,Natural,,,
PUNO,Río Quillliri,-16.82483872,-69.81563346,Río,0,0,,0.945,Natural,,,
PUNO,Río Llusta,-16.78154114,-69.72775844,Río,0,0,,0.945,Natural,,,
PUNO,Río Huenque,-16.76515174,-69.71259707,Río,0,0,,0.945,Natural,,,
PUNO,Quebrada Yulaca,-16.76177999,-69.58054786,Quebrada,1,1,13.09,0.945,Natural,,,
PUNO,Río Chilisaya,-16.75982266,-69.85424615,Río,0,0,,0.945,Natural,,,
PUNO,Río Lacatuyoc,-16.74435266,-69.63838667,Río,1,1,17.24,0.945,Natural,,,
PUNO,Río Taaque,-16.73594939,-69.56017016,Río,1,1,15.66,0.945,Natural,,,
PUNO,Río Huenque,-16.72873665,-69.69460998,Río,0,0,,0.945,Natural,,,
PUNO,Río Cachijara,-16.70680559,-69.6064626,Río,1,1,19.7,0.945,Natural,,,
PUNO,Río Ayupalca,-16.69777762,-69.5296733,Río,0,0,,11.7,Natural,,,
PUNO,Río Hualquipune,-16.67791305,-69.62880766,Río,0,0,,2.318,Natural,,,
PUNO,Río Lacatuyoc,-16.67710773,-69.705633,Río,0,0,,2.318,Natural,,,
PUNO,Río Hualquipune,-16.67158768,-69.65519967,Río,0,0,,2.318,Natural,,,
PUNO,Río Cachacara,-16.67094793,-69.68495,Río,0,0,,2.318,Natural,,,
PUNO,Río Calasaya,-16.65662465,-69.59376515,Río,0,0,,2.318,Natural,,,
PUNO,Río Chingune,-16.65425891,-69.87804472,Río,1,1,18.35,0.945,Natural,,,
PUNO,Río Irpa,-16.60569646,-69.62978198,Río,0,0,,2.318,Natural,,,
PUNO,Río Palcoma,-16.6034902,-69.77651301,Río,0,0,,0.945,Natural,,,
PUNO,Río Lizani,-16.59740042,-69.74749024,Río,0,0,,0.945,Natural,,,
PUNO,Río Piaque,-16.59448088,-69.95721786,Río,1,3,13.52,0.945,Natural,,,
PUNO,Río Huanacamaya,-16.58952037,-69.84995276,Río,0,0,,0.945,Natural,,,
PUNO,Río Callaccame,-16.57610719,-69.34484517,Río,1,1,9.92,11.7,Natural,,,
PUNO,Río Cachuuma,-16.57136369,-69.85215879,Río,0,0,,0.945,Natural,,,
PUNO,Río Huanacamaya,-16.56812659,-69.78805408,Río,0,0,,2.318,Natural,,,
PUNO,Río Tulajahuira,-16.67779123,-69.747075,Río,0,0,,0.945,Natural,,,
PUNO,Río Huenque,-16.64913194,-69.69728847,Río,0,0,,0.945,Natural,,,
PUNO,Río Huenque,-16.64200304,-69.6947336,Río,0,0,,0.945,Natural,,,
PUNO,Río Lizani,-16.63120233,-69.71304059,Río,0,0,,0.945,Natural,,,
PUNO,Río Huenque,-16.57975907,-69.67757067,Río,0,0,,2.318,Natural,,,
PUNO,Río Lizani,-16.49915625,-69.80073107,Río,0,0,,2.318,Natural,,,
PUNO,Quebrada Jaro Occo,-16.42227127,-69.59967618,Quebrada,0,0,,24.673,Natural,,,
PUNO,Río Uncallane,-16.42104934,-70.13452351,Río,1,1,17.26,3.805,Natural,,,
PUNO,Río Huenque,-16.40901491,-69.66894542,Río,0,0,,24.673,Natural,,,
PUNO,Quebrada Jaro Occo,-16.40207696,-69.62290328,Quebrada,0,0,,24.673,Natural,,,
PUNO,Río Cangalle,-16.37767532,-69.79667419,Río,0,0,,11.809,Natural,,,
PUNO,Río Huenque,-16.37283018,-69.70808211,Río,0,0,,50.379,Natural,,,
PUNO,Río Huenque,-16.27307589,-69.71194117,Río,0,0,,50.379,Natural,,,
PUNO,Quebrada Sacuyo,-16.21838611,-69.97247347,Quebrada,0,0,,11.809,Natural,,,
PUNO,Quebrada 01618,-16.20144207,-69.69329299,Quebrada,0,0,,50.379,Natural,,,
PUNO,Río Aguas Calientes,-16.20143047,-69.78089178,Río,0,0,,11.809,Natural,,,
PUNO,Quebrada 01616,-16.17519967,-69.73937642,Quebrada,0,0,,11.809,Natural,,,
PUNO,Río Caturay,-16.16293564,-70.07752781,Río,0,0,,3.805,Natural,,,
PUNO,Río Grande,-16.155638,-69.84521928,Río,0,0,,11.809,Natural,,,
PUNO,Río Ilave,-16.15372624,-69.69386898,Río,0,0,,11.809,Natural,,,
PUNO,Río Zapatilla,-16.12084474,-69.7272674,Río,0,0,,11.809,Natural,,,
PUNO,Río Carumas,-16.11343533,-69.69497282,Río,0,0,,11.809,Natural,,,
PUNO,Río Tunquipa,-16.09082495,-69.88310567,Río,0,0,,11.809,Natural,,,
PUNO,Río Liquini,-16.05357109,-69.92328654,Río,0,0,,28.907,Natural,,,
PUNO,Río Grande,-16.06952433,-70.076299,Río,0,0,,3.805,Natural,,,
PUNO,Río Ilave,-16.05731192,-69.52501193,Río,0,0,,50.379,Natural,,,
PUNO,Río Comitere,-15.9750656,-70.02574595,Río,0,0,,308.477,Natural,,,
PUNO,Río Queñamichi,-16.52057625,-69.70259762,Río,0,0,,2.318,Natural,,,
PUNO,Río Huenque,-16.47377073,-69.65145669,Río,0,0,,2.318,Natural,,,
PUNO,Río Ilave,-16.19580734,-69.70770282,Río,0,0,,50.379,Natural,,,
PUNO,Río Ilave,-16.17084292,-69.7037801,Río,0,0,,50.379,Natural,,,
PUNO,Río Ilave,-16.12679118,-69.67920517,Río,0,0,,50.379,Natural,,,
PUNO,Río Ilave,-16.10622706,-69.64783735,Río,0,0,,50.379,Natural,,,
PUNO,Río Paltuture,-15.93333556,-70.73363723,Río,0,0,,4.2,Natural,,,
PUNO,Río Ilpa,-15.83274003,-70.2565384,Río,1,1,5.14,15.534,Natural,,,
PUNO,Río Huantaña,-15.78018253,-70.49420726,Río,1,4,12.55,4.2,Natural,,,
PUNO,Río Cabanillas,-15.66874539,-70.55812336,Río,1,7,10.96,4.264,Natural,,,
PUNO,Río Verde,-15.6309873,-70.69039972,Río,1,6,10.55,4.264,Natural,,,
PUNO,Río Cerrillos,-15.62373109,-70.88911116,Río,1,2,15.23,4.264,Natural,,,
PUNO,Río Cabanillas,-15.60294312,-70.31882285,Río,0,0,,33.633,Natural,,,
PUNO,Río de Paratia,-15.46995304,-70.63792359,Río,1,2,8.32,2.653,Natural,,,
PUNO,Río Verde,-15.45347963,-70.76176013,Río,1,4,14.65,2.653,Natural,,,
PUNO,Río Lampa,-15.31573906,-70.4286348,Río,0,0,,16.689,Natural,,,
PUNO,Río Ilpa,-15.66871727,-70.14674573,Río,0,0,,38.171,Natural,,,
PUNO,Río Coata,-15.44148278,-70.14572606,Río,0,0,,649.704,Natural,,,
PUNO,Río Coata,-15.52718717,-70.0229109,Río,0,0,,38.171,Natural,,,
PUNO,Río Ramis,-15.29582249,-69.79439797,Río,0,0,,46.609,Natural,,,
PUNO,Río Ramis,-15.28490048,-69.99091028,Río,0,0,,65.064,Natural,,,
PUNO,Río Huancané,-15.17809674,-69.79153111,Río,0,0,,46.609,Natural,,,
PUNO,Río Tuyto,-15.1319827,-69.56345915,Río,0,0,,13.109,Natural,,,
PUNO,Río Putina,-15.07152463,-69.80630976,Río,0,0,,25.549,Natural,,,
PUNO,Río Chueña Huata Jahuira,-15.04976745,-69.33707996,Río,0,0,,4.166,Natural,,,
PUNO,Río Llache,-15.0492385,-69.89897408,Río,0,0,,12.916,Natural,,,
PUNO,Río Pistune,-15.00180884,-69.69031556,Río,0,0,,7.608,Natural,,,
PUNO,Río Putina,-14.97416136,-69.84172173,Río,0,0,,11.782,Natural,,,
PUNO,Río Suches,-14.92480684,-69.39207006,Río,1,2,17.88,4.166,Natural,,,
PUNO,Río Pongongoni,-14.90595535,-69.82707666,Río,0,0,,11.782,Natural,,,
PUNO,Río Caylloma,-14.89306755,-69.47666498,Río,1,2,17.35,4.166,Natural,,,
PUNO,Río Puncune,-14.85517224,-69.70193734,Río,0,0,,10.044,Natural,,,
PUNO,Río Quilcamayo,-14.85434353,-70.07365783,Río,1,1,19.51,47.061,Natural,,,
PUNO,Río Trapiche,-14.74107863,-69.41136296,Río,1,6,11.04,10.044,Natural,,,
PUNO,Río Lloquecolla,-14.71324545,-69.95334743,Río,1,2,18.2,8.941,Natural,,,
PUNO,Río Crucero,-14.44590327,-69.85358419,Río,1,1,11.64,11.782,Natural,,,
PUNO,Río Huari Huari,-14.16571481,-69.29862137,Río,1,9,13.98,5.073,Natural,,,
PUNO,Río Limbani,-14.0880543,-69.82876237,Río,1,10,13.87,11.05,Natural,,,
PUNO,Río Huaraya,-15.38092171,-69.49448116,Río,0,0,,20.656,Natural,,,
PUNO,Quebrada 017744,-15.36359179,-69.48849771,Quebrada,0,0,,20.656,Natural,,,
PUNO,Quebrada 017752,-15.36453377,-69.50674355,Quebrada,0,0,,20.656,Natural,,,
PUNO,Río Huaraya,-15.37382366,-69.51501444,Río,0,0,,20.656,Natural,,,
PUNO,Río Pucará,-15.13730006,-70.34717256,Río,0,0,,13.613,Natural,,,
PUNO,Río Azángaro,-15.11865081,-70.17891584,Río,0,0,,13.613,Natural,,,
PUNO,Río Llallimayo,-15.06249449,-70.86751794,Río,1,1,11.06,2.369,Natural,,,
PUNO,Río Umachiri,-14.93924713,-70.73281473,Río,1,1,16.4,10.729,Natural,,,
PUNO,Río Azángaro,-14.83826495,-70.22610367,Río,0,0,,47.061,Natural,,,
PUNO,Río Ayaviri,-14.80980372,-70.71057306,Río,0,0,,10.729,Natural,,,
PUNO,Río Ayaviri,-14.7979641,-70.72761571,Río,0,0,,10.729,Natural,,,
PUNO,Río Chuncapamayo,-14.71087008,-70.909681,Río,0,0,,9.602,Natural,,,
PUNO,Río Santa Rosa,-14.60496579,-70.82330516,Río,0,0,,7.175,Natural,,,
PUNO,Río Crucero,-14.56849103,-70.29464128,Río,0,0,,14.731,Natural,,,
PUNO,Río Grande,-14.50259212,-70.59539584,Río,0,0,,3.327,Natural,,,
PUNO,Río Crucero,-14.34129711,-70.24416583,Río,1,1,14.78,5.747,Natural,,,
PUNO,Río Antauta,-14.28337819,-70.34409551,Río,1,1,6.12,8.475,Natural,,,
PUNO,Río Ajoyani,-14.2033578,-70.2149562,Río,1,1,12.06,5.681,Natural,,,
PUNO,Río Ventilla,-15.0255743,-70.58073202,Río,0,0,,24.51,Natural,,,
PUNO,Río Ayaviri,-14.90549921,-70.51457176,Río,0,0,,24.51,Natural,,,
PUNO,Río Ayaviri,-14.86395287,-70.64775955,Río,0,0,,24.51,Natural,,,
PUNO,Río Sangaban,-13.79189553,-70.46820373,Río,1,7,6.66,9.061,Natural,,,
PUNO,Rio Esquilaya,-13.78556391,-70.15801127,Río,1,15,13.02,6.863,Natural,,,
PUNO,Río Tambopata,-13.47886727,-69.3604505,Río,0,0,,1.701,Natural,,,
PUNO,Río Inambari,-13.31142139,-70.30746285,Río,1,7,12.67,4.416,Natural,,,
PUNO,Río Inambari,-13.44569682,-70.2386763,Río,1,3,13.64,11.517,Natural,,,
PUNO,Río Inambari,-13.67922464,-69.92673542,Río,1,9,18.47,1.591,Natural,,,
SAN MARTIN,Río Biabo,-7.911098952,-76.12508295,Río,0,0,,1.957,Natural,,,
SAN MARTIN,Río Huallaga,-8.225054236,-76.48515922,Río,1,1,15.13,22.853,Natural,,,
SAN MARTIN,Río Huallaga,-7.096452742,-76.63519822,Río,0,0,,18.769,Natural,,,
SAN MARTIN,Río Huallaga,-6.817677334,-76.3191244,Río,0,0,,15.669,Natural,,,
SAN MARTIN,Río Huayabamba,-6.70910641,-77.2891479,Río,0,0,,1.118,Natural,,,
SAN MARTIN,Río Mayo,-6.209767999,-76.70382595,Río,0,0,,16.475,Natural,,,
SAN MARTIN,Río Huallaga,-6.177832568,-75.84947408,Río,0,0,,6.487,Natural,,,
SAN MARTIN,Río Biabo,-7.362220492,-76.44520042,Río,0,0,,1.957,Natural,,,
SAN MARTIN,Río Huallaga,-7.627483794,-76.76854154,Río,0,0,,10.776,Natural,,,
SAN MARTIN,Río Huayabamba,-7.28239325,-76.94404268,Río,0,0,,4.278,Natural,,,
SAN MARTIN,Río Mayo,-5.709889194,-77.40208166,Río,0,0,,22.207,Natural,,,
TACNA,Quebrada Escritos,-18.21467128,-70.11045286,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada Chochocane,-18.14218774,-69.99503971,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada Espíritus,-18.13206402,-70.09131719,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada Unión,-18.07208256,-69.90117209,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada Cauñani,-18.04661068,-70.01828483,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada Espiritus,-18.04430429,-69.91349303,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada Hospicio,-18.02121346,-70.09965549,Quebrada,0,0,,77.496,Natural,,,
TACNA,Río Caplina,-17.74380069,-70.04509614,Río,1,2,16.28,4.539,Natural,,,
TACNA,Río Ushusuma,-17.57557699,-69.6931714,Río,0,0,,1.701,Natural,,,
TACNA,Río Tala,-17.46044368,-70.04383554,Río,1,4,16.05,4.27,Natural,,,
TACNA,Río Caño,-17.40290857,-69.56100463,Río,0,0,,4.27,Natural,,,
TACNA,Río Salado,-17.33547324,-70.11520785,Río,1,4,13.52,1.284,Natural,,,
TACNA,Río Jaruma,-17.19135112,-70.1583629,Río,1,1,11.3,1.713,Natural,,,
TACNA,Río Tala,-17.33744689,-69.97267788,Río,1,2,16.93,1.55,Natural,,,
TACNA,Río Uchusuma,-17.86867962,-70.00762162,Río,0,0,,4.539,Natural,,,
TACNA,Río Salado,-17.20764817,-70.00768556,Río,1,1,14.93,1.284,Natural,,,
TACNA,Quebrada 131536,-18.26243565,-70.38138011,Quebrada,0,0,,14.4,Natural,,,
TACNA,Quebrada Hospicio,-18.26105224,-70.39883851,Quebrada,0,0,,14.4,Natural,,,
TACNA,Quebrada Las Salinas,-18.23612559,-70.32148708,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada La Garita,-18.18387875,-70.32393936,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada Espiritus,-18.17742731,-70.22197064,Quebrada,0,0,,57.759,Natural,,,
TACNA,Río Uchusuma,-18.12056519,-70.33670249,Río,0,0,,57.759,Natural,,,
TACNA,Quebrada Botijas,-17.99527903,-70.37479904,Quebrada,0,0,,57.759,Natural,,,
TACNA,Quebrada Honda,-17.93982638,-70.3413473,Quebrada,0,0,,57.759,Natural,,,
TACNA,Río Locumba,-17.82366018,-70.92696687,Río,1,2,13.91,4.192,Natural,,,
TACNA,Río Locumba,-17.67087141,-70.82882054,Río,0,0,,3.652,Natural,,,
TACNA,Río Salado,-17.55362275,-70.64911972,Río,0,0,,3.652,Natural,,,
TACNA,Río Cinto,-17.37719132,-70.59792823,Río,1,7,13.55,6.899,Natural,,,
TACNA,Río Ilabaya,-17.27788638,-70.37818701,Río,1,3,12.95,2.121,Natural,,,
TACNA,Río Curibaya,-17.43192953,-70.41995138,Río,1,5,13.36,6.899,Natural,,,
TACNA,Río Callazos,-17.03902581,-70.2731428,Río,1,1,17.7,1.713,Natural,,,
TACNA,Río Sama,-18.04874719,-70.66101877,Río,1,2,13.65,3.755,Natural,,,
TACNA,Quebrada Las Brujas,-17.84365097,-70.45084958,Quebrada,0,0,,2.131,Natural,,,
TACNA,Quebrada Honda,-17.81959641,-70.67414644,Quebrada,1,1,18.33,3.755,Natural,,,
TACNA,Río Sama,-17.69193917,-70.47125237,Río,1,4,16.49,2.131,Natural,,,
TACNA,Río Sama,-18.11798595,-70.66315865,Río,1,2,17.96,3.755,Natural,,,
TACNA,Río Sama,-18.05730981,-70.66465515,Río,1,2,13.71,3.755,Natural,,,
TACNA,Quebrada del Canal,-17.8100505,-70.30304653,Quebrada,1,1,17.48,99.562,Natural,,,
TACNA,Río Curibaya,-17.35291914,-70.27846487,Río,1,4,14.62,11.354,Natural,,,
TACNA,Río Caplina,-18.11573242,-70.38104996,Río,0,0,,14.4,Natural,,,
TUMBES,Quebrada Seca,-4.050997931,-80.85916845,Quebrada,0,0,,15.071,Natural,,,
TUMBES,Quebrada Cazaderos,-4.046414379,-80.47007712,Quebrada,0,0,,16.502,Natural,,,
TUMBES,Río Tumbes,-3.858344167,-80.46625134,Río,0,0,,11.411,Natural,,,
TUMBES,Quebrada Bocapán,-3.856387968,-80.66937941,Quebrada,0,0,,5.271,Natural,,,
TUMBES,Río Zarumilla,-3.524655801,-80.21522007,Río,0,0,,509.587,Natural,,,
TUMBES,Río Zarumilla,-3.672172997,-80.19015967,Río,0,0,,16.07,Natural,,,
TUMBES,Quebrada Balsamal,-3.780123284,-80.1822998,Quebrada,0,0,,16.07,Natural,,,
TUMBES,Río Tumbes,-3.534242234,-80.4883015,Río,0,0,,629.12,Natural,,,
TUMBES,Quebrada Seca,-4.152794453,-80.69852755,Quebrada,0,0,,5.271,Natural,,,
TUMBES,Río Tumbes,-3.688493108,-80.45041471,Río,0,0,,16.502,Natural,,,
TUMBES,Quebrada Bocapán,-4.12647408,-80.64629868,Quebrada,0,0,,5.271,Natural,,,
TUMBES,Quebrada Fernández,-4.148732565,-80.96162161,Quebrada,0,0,,15.071,Natural,,,
UCAYALI,Río Mishahua,-11.3859745,-72.66548065,Río,0,0,,1.188,Natural,,,
UCAYALI,Río Urubamba,-10.92291375,-73.16631721,Río,0,0,,1.188,Natural,,,
UCAYALI,Río Inuya,-10.56486672,-72.94239251,Río,0,0,,2.911,Natural,,,
UCAYALI,Río Cohengua,-10.29368949,-73.53189971,Río,0,0,,2.911,Natural,,,
UCAYALI,Río Yurúa,-9.854680115,-72.58596508,Río,0,0,,0.317,Natural,,,
UCAYALI,Río Amonea,-9.64974707,-73.02750363,Río,0,0,,0.317,Natural,,,
UCAYALI,Río Unine,-10.87973477,-74.09423957,Río,0,0,,2.911,Natural,,,
UCAYALI,Río Urubamba,-10.71689358,-73.61914142,Río,0,0,,2.911,Natural,,,
UCAYALI,Río Ucayali,-10.64897719,-73.85974383,Río,0,0,,2.911,Natural,,,
UCAYALI,Río Ucayali,-10.42961585,-74.02017946,Río,0,0,,2.911,Natural,,,
UCAYALI,Río Ucayali,-10.18245562,-74.02538558,Río,0,0,,1.472,Natural,,,
UCAYALI,Río Tahuanía,-10.10375546,-73.61147198,Río,0,0,,1.472,Natural,,,
UCAYALI,Río Ucayali,-9.913080904,-74.05222779,Río,0,0,,1.472,Natural,,,
UCAYALI,Quebrada Genepanshea,-9.774998084,-73.7383596,Quebrada,0,0,,1.472,Natural,,,
UCAYALI,Río Ucayali,-9.366795405,-74.31988191,Río,0,0,,1.894,Natural,,,
UCAYALI,Río Tamaya,-9.027570663,-73.61696385,Río,0,0,,1.064,Natural,,,
UCAYALI,Río Ucayali,-8.633705658,-74.38307272,Río,0,0,,1.064,Natural,,,
UCAYALI,Río Aguaytia,-8.517666234,-75.32141701,Río,0,0,,6.075,Natural,,,
UCAYALI,Río Ucayali,-8.343810663,-74.45838624,Río,0,0,,15.76,Natural,,,
UCAYALI,Río Cujar,-10.87833352,-72.11275871,Río,0,0,,0.196,Natural,,,
UCAYALI,Río Curiuja,-10.61712709,-72.08368805,Río,0,0,,0.196,Natural,,,
UCAYALI,Río Purús,-10.43571443,-71.26946565,Río,0,0,,0.196,Natural,,,
UCAYALI,Río Curanja,-10.31192939,-71.58025004,Río,0,0,,0.196,Natural,,,
UCAYALI,Río Embira,-10.18236829,-72.11586851,Río,0,0,,0.196,Natural,,,
UCAYALI,Río Purús,-9.683234344,-70.66738441,Río,0,0,,0.196,Natural,,,
UCAYALI,Río Santa Rosa,-9.613663652,-70.78453409,Río,0,0,,0.196,Natural,,,
PUNO,Río Suches,-15.17136344,-69.18356097,Río,0,0,,4.166,Natural,,,
PUNO,Río Suches,-15.04164684,-69.31367988,Río,0,0,,4.166,Natural,,,
PUNO,Río Suches,-14.79559043,-69.33986517,Río,1,3,10.28,10.044,Natural,,,
PIURA,Río Calvas,-4.527070271,-79.52637827,Río,0,0,,20.235,Natural,,,
PIURA,Río Chira,-4.417130866,-80.28808858,Río,1,12,14.8,10.894,Natural,,,
PIURA,Río Chira,-4.388441386,-80.23936674,Río,1,11,13.81,10.894,Natural,,,
PIURA,Río Chira,-4.350802452,-80.20675213,Río,1,11,16.49,10.894,Natural,,,
PIURA,Río Chira,-4.300948268,-80.16557355,Río,1,4,17.94,10.894,Natural,,,
PIURA,Río Macara,-4.328899656,-80.05330157,Río,1,7,14.74,10.894,Natural,,,
TUMBES,Quebrada Pilares,-4.32909268,-80.41960057,Quebrada,0,0,,7.197,Natural,,,
TUMBES - PUYANGO,Río Tumbes - Puyango,-3.951373856,-80.2113999,Río,0,0,,11.411,Natural,,,
TUMBES,Quebrada Balsamal,-3.723179978,-80.18369444,Quebrada,0,0,,16.07,Natural,,,
TUMBES - PUYANGO,Río Tumbes - Puyango,-3.995202828,-80.34734749,Río,0,0,,11.411,Natural,,,
PIURA,Río Chira,-4.408922308,-80.26873838,Río,1,12,14.14,10.894,Natural,,,
AMAZONAS,Río Amazonas,-4.005875454,-70.15012093,Río,0,0,,3.476,Natural,,,
TUMBES,Río Zarumilla,-3.63087698,-80.18658757,Río,0,0,,16.07,Natural,,,
PASCO,Río Mantaro,-11.06967434,-76.08648682,Río,1,2,11.65,3.322,Natural,,,
PUNO,Río Suches,-15.11154045,-69.25796195,Río,0,0,,4.166,Natural,,,
